level_0,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,avg_price,avg_monthly_price,avg_weekly_price,zipcode_count,avg_security_deposit,avg_cleaning_fee
1186,1186,Brighton East,16/373 South Rd,2,u,775000.0,S,Buxton,7/11/2016,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1187,1187,Brighton East,4 Vincent St,3,h,1480000.0,S,hockingstuart,7/11/2016,10.7,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-37.9269,145.0274,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1189,1189,Brighton East,299 South Rd,3,h,1590000.0,S,Marshall,8/10/2016,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-37.931,145.0198,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1193,1193,Brighton East,48 Thomas St,2,h,1000000.0,PI,Biggin,10/09/2016,10.7,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1195,1195,Brighton East,14 Holmhurst Ct,4,h,1700000.0,PI,Buxton,10/12/2016,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside,-37.9299,145.015,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1199,1199,Brighton East,2/19 Hemming St,3,u,880000.0,S,Buxton,11/02/2017,10.7,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,Bayside,-37.9308,145.0316,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1200,1200,Brighton East,200 South Rd,4,h,1920000.0,S,Nick,11/02/2017,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,-37.931,145.0163,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1201,1201,Brighton East,1 Alexander St,3,h,1301000.0,SP,Buxton,12/11/2016,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside,-37.9062,145.0173,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1206,1206,Brighton East,4a Marriage Rd,4,h,1530000.0,S,RT,14/05/2016,10.7,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside,-37.9187,145.0071,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1208,1208,Brighton East,55 Baird St,4,h,2050000.0,SP,Marshall,15/10/2016,10.7,3187.0,4.0,2.0,4.0,678.0,233.0,1940.0,Bayside,-37.9255,145.0118,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1210,1210,Brighton East,2/5 Camperdown St,2,u,905000.0,S,Hodges,15/10/2016,10.7,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,Bayside,-37.9172,145.0072,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1211,1211,Brighton East,9a Elizabeth St,3,h,1355000.0,S,C21,15/10/2016,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,Bayside,-37.9057,145.0166,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1212,1212,Brighton East,4 Farmer St,2,h,1845000.0,S,Buxton,15/10/2016,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside,-37.9268,145.0094,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1217,1217,Brighton East,38 Agnew St,3,h,1710000.0,S,hockingstuart,17/09/2016,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside,-37.91,145.0113,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1220,1220,Brighton East,1/2 Robinson St,3,t,1300000.0,PI,Buxton,17/09/2016,10.7,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,Bayside,-37.9196,145.0205,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1222,1222,Brighton East,27 Arnold Rd,4,h,2200000.0,PI,Buxton,18/06/2016,10.7,3187.0,4.0,2.0,2.0,654.0,286.0,2000.0,Bayside,-37.9292,145.0236,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1225,1225,Brighton East,25 Robinson St,4,h,2150000.0,S,Buxton,19/11/2016,10.7,3187.0,4.0,3.0,2.0,614.0,225.0,1970.0,Bayside,-37.9186,145.0175,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1232,1232,Brighton East,4/2 Hornby St,1,t,681000.0,SP,Buxton,24/09/2016,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside,-37.9159,145.019,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1234,1234,Brighton East,8 Thomas St,2,h,1310000.0,S,Buxton,24/09/2016,10.7,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,Glen Eira,-37.9182,145.0231,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1235,1235,Brighton East,6/141 Centre Rd,1,u,340000.0,VB,Buxton,25/02/2017,10.7,3187.0,1.0,1.0,1.0,0.0,57.0,1950.0,Bayside,-37.9164,145.0228,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1240,1240,Brighton East,3/127 Dendy St,2,u,692000.0,S,Buxton,26/07/2016,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside,-37.9207,145.0079,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1241,1241,Brighton East,2/21 Hodder St,4,t,1367000.0,S,McGrath,26/07/2016,10.7,3187.0,4.0,2.0,2.0,315.0,4.0,2000.0,Bayside,-37.9078,145.0222,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1242,1242,Brighton East,2/33 Cluden St,2,u,903000.0,S,Hodges,27/11/2016,10.7,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,Bayside,-37.9125,145.0114,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1244,1244,Brighton East,11 Summerhill Rd,2,h,1813000.0,S,Buxton,27/11/2016,10.7,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,Bayside,-37.9179,145.0127,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1246,1246,Brighton East,5 Arnot St,3,t,1230000.0,S,hockingstuart,28/05/2016,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside,-37.9124,145.0132,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1247,1247,Brighton East,4 Bruce St,4,h,1389000.0,S,Buxton,28/05/2016,10.7,3187.0,4.0,1.0,2.0,656.0,150.0,1930.0,Bayside,-37.9027,145.0225,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1250,1250,Brighton East,214 Were St,4,h,2310000.0,S,Buxton,28/05/2016,10.7,3187.0,4.0,2.0,2.0,757.0,130.0,1930.0,Bayside,-37.9266,145.0088,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1253,1253,Brighton East,2a Hurlstone St,2,t,1014000.0,S,Buxton,30/07/2016,10.7,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,Bayside,-37.9055,145.0173,Southern Metropolitan,6938.0,193.87,1116.0,376.88,53.0,759.69,77.24
1391,1391,Brunswick West,8/7 Passfield St,2,u,521500.0,S,Peter,3/09/2016,5.9,3055.0,2.0,1.0,1.0,0.0,69.0,1960.0,Moreland,-37.768,144.9408,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1393,1393,Brunswick West,25 Wales St,3,h,1190000.0,S,Nelson,3/12/2016,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,Moreland,-37.7564,144.9422,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1395,1395,Brunswick West,2/13 Walker St,2,u,471000.0,S,Jellis,4/03/2017,5.9,3055.0,2.0,1.0,1.0,564.0,60.0,1970.0,Moreland,-37.7665,144.9425,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1399,1399,Brunswick West,1/455 Albion St,1,u,265000.0,PI,Walshe,7/05/2016,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,2000.0,Moreland,-37.7586,144.9452,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1400,1400,Brunswick West,64 Pearson St,3,h,955000.0,S,hockingstuart,7/05/2016,5.9,3055.0,3.0,1.0,0.0,220.0,93.0,1930.0,Moreland,-37.7659,144.9494,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1402,1402,Brunswick West,11/7 Egginton St,2,t,380000.0,VB,Nelson,7/11/2016,5.9,3055.0,2.0,1.0,1.0,0.0,85.0,1970.0,Moreland,-37.7607,144.9393,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1403,1403,Brunswick West,12/881 Park St,1,u,300000.0,SP,Grantham,7/11/2016,5.9,3055.0,1.0,1.0,0.0,0.0,37.0,1960.0,Moreland,-37.7763,144.947,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1404,1404,Brunswick West,10 Yarrabin St,3,h,810000.0,S,Brad,7/11/2016,5.9,3055.0,3.0,1.0,2.0,349.0,95.0,1950.0,Moreland,-37.7589,144.9368,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1406,1406,Brunswick West,81 Melville Rd,3,h,793000.0,S,Ray,10/12/2016,5.9,3055.0,3.0,1.0,0.0,275.0,119.0,1935.0,Moreland,-37.76300000000001,144.9439,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1407,1407,Brunswick West,6/524 Moreland Rd,2,u,400000.0,SP,Nelson,10/12/2016,5.9,3055.0,2.0,1.0,1.0,73.0,64.0,1960.0,Moreland,-37.7528,144.9368,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1408,1408,Brunswick West,107/480 Albion St,2,u,400500.0,SP,Nelson,11/02/2017,5.9,3055.0,2.0,1.0,1.0,0.0,70.0,2013.0,Moreland,-37.7582,144.94,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1409,1409,Brunswick West,1/572 Moreland Rd,3,t,797500.0,S,Nelson,11/02/2017,5.9,3055.0,3.0,2.0,2.0,262.0,155.0,2010.0,Moreland,-37.7519,144.9324,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1413,1413,Brunswick West,121 Pearson St,3,h,1300000.0,PI,Jellis,12/11/2016,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,Moreland,-37.7618,144.9497,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1414,1414,Brunswick West,81 Whitby St,3,h,1330000.0,S,Nelson,12/11/2016,5.9,3055.0,3.0,1.0,2.0,353.0,101.0,1930.0,Moreland,-37.764,144.9428,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1418,1418,Brunswick West,4/42 Passfield St,2,u,380000.0,PI,Jellis,15/10/2016,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,Moreland,-37.7676,144.9394,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1419,1419,Brunswick West,171 Union St,3,h,1095000.0,S,Nelson,15/10/2016,5.9,3055.0,3.0,1.0,1.0,411.0,168.0,1935.0,Moreland,-37.7728,144.9478,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1420,1420,Brunswick West,2/243 Union St,2,t,680000.0,VB,Nelson,15/10/2016,5.9,3055.0,2.0,1.0,1.0,0.0,82.0,1970.0,Moreland,-37.772,144.9406,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1421,1421,Brunswick West,201 Hope St,2,h,711000.0,S,Nelson,16/04/2016,5.9,3055.0,2.0,1.0,1.0,177.0,87.0,1910.0,Moreland,-37.7619,144.9412,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1424,1424,Brunswick West,5/8 Murray St,2,u,500000.0,S,Brad,16/07/2016,5.9,3055.0,2.0,1.0,1.0,0.0,75.0,1970.0,Moreland,-37.7595,144.9436,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1426,1426,Brunswick West,7/7 Allard St,2,u,385000.0,SP,Jellis,18/03/2017,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1970.0,Moreland,-37.7688,144.9421,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1428,1428,Brunswick West,3/546 Moreland Rd,2,u,370000.0,S,Ray,18/03/2017,5.9,3055.0,2.0,1.0,1.0,2120.0,59.0,1960.0,Moreland,-37.7524,144.9347,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1429,1429,Brunswick West,2/8 Walker St,1,u,320000.0,S,Jellis,18/06/2016,5.9,3055.0,1.0,1.0,1.0,0.0,43.0,1970.0,Moreland,-37.7661,144.9422,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1432,1432,Brunswick West,9/39 Heller St,1,u,330000.0,S,hockingstuart/Advantage,22/05/2016,5.9,3055.0,1.0,1.0,1.0,0.0,42.0,1970.0,Moreland,-37.7748,144.9483,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1434,1434,Brunswick West,6/86 Heller St,2,u,537000.0,SP,Jellis,22/08/2016,5.9,3055.0,2.0,1.0,1.0,501.0,66.0,1960.0,Moreland,-37.7741,144.9449,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1435,1435,Brunswick West,7 Morrow St,3,h,910000.0,S,Brad,22/08/2016,5.9,3055.0,3.0,1.0,2.0,717.0,141.0,1950.0,Moreland,-37.7525,144.9321,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1436,1436,Brunswick West,8/48 Passfield St,1,u,285000.0,PI,Walshe,22/08/2016,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7675,144.939,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1437,1437,Brunswick West,9 Peacock St,4,h,921500.0,S,Ray,22/08/2016,5.9,3055.0,3.0,1.0,1.0,575.0,165.0,1930.0,Moreland,-37.7575,144.9402,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1440,1440,Brunswick West,1 Jordan St,2,h,1315000.0,S,Nelson,24/09/2016,5.9,3055.0,2.0,1.0,2.0,554.0,116.0,1930.0,Moreland,-37.7715,144.9426,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1441,1441,Brunswick West,8/109 Melville Rd,2,u,370000.0,VB,Nelson,24/09/2016,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moreland,-37.7606,144.9443,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1442,1442,Brunswick West,1/464 Victoria St,2,t,735000.0,S,Jellis,24/09/2016,5.9,3055.0,2.0,1.0,2.0,120.0,109.0,2004.0,Moreland,-37.7659,144.9487,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1443,1443,Brunswick West,15 Wallace St,4,h,1000000.0,S,Nelson,24/09/2016,5.9,3055.0,3.0,1.0,1.0,589.0,148.0,1935.0,Moreland,-37.7628,144.9459,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1444,1444,Brunswick West,10/446 Albion St,1,u,252000.0,PI,McDonald,25/02/2017,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7586,144.9433,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1445,1445,Brunswick West,871 Park St,4,h,1700000.0,PI,Jellis,25/02/2017,5.9,3055.0,4.0,2.0,2.0,621.0,184.0,1920.0,Moreland,-37.7764,144.9479,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1446,1446,Brunswick West,12 Hamilton St,2,h,820000.0,S,Jellis,26/07/2016,5.9,3055.0,3.0,1.0,1.0,206.0,98.0,1900.0,Moreland,-37.7604,144.9488,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1447,1447,Brunswick West,7/5 Allard St,2,u,370000.0,VB,Jellis,27/06/2016,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moreland,-37.7686,144.9421,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1448,1448,Brunswick West,1/30 McLean St,2,u,484000.0,S,Jellis,27/06/2016,5.9,3055.0,2.0,1.0,1.0,0.0,65.0,1950.0,Moreland,-37.7543,144.9385,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1449,1449,Brunswick West,2/494 Victoria St,3,t,815000.0,S,Ray,27/06/2016,5.9,3055.0,3.0,1.0,2.0,157.0,123.0,1999.0,Moreland,-37.7652,144.9454,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1452,1452,Brunswick West,53 Heller St,4,h,1150000.0,VB,Nelson,28/05/2016,5.9,3055.0,4.0,1.0,2.0,519.0,169.0,1910.0,Moreland,-37.7747,144.9474,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1454,1454,Brunswick West,2/530 Victoria St,2,u,497000.0,S,Hodges,28/05/2016,5.9,3055.0,2.0,1.0,1.0,0.0,84.0,1977.0,Moreland,-37.7647,144.9412,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1456,1456,Brunswick West,1/536 Albion St,2,h,440000.0,PI,Jellis,28/08/2016,5.9,3055.0,2.0,1.0,1.0,0.0,62.0,1960.0,Moreland,-37.7577,144.9354,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1457,1457,Brunswick West,196 Melville Rd,2,h,816000.0,S,Nelson,28/08/2016,5.9,3055.0,3.0,2.0,1.0,343.0,115.0,1930.0,Moreland,-37.7552,144.9458,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1459,1459,Brunswick West,16 Bakers Pde,4,h,970000.0,PI,Nelson,30/07/2016,5.9,3055.0,4.0,3.0,2.0,499.0,150.0,1925.0,Moreland,-37.7538,144.944,Northern Metropolitan,7082.0,87.83,1725.93,519.29,87.0,177.42,45.2
1460,1460,Bulleen,19a Elizabeth St,3,u,851000.0,S,Jellis,3/09/2016,11.8,3105.0,3.0,1.0,2.0,385.0,140.0,2000.0,Manningham,-37.7599,145.0849,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1461,1461,Bulleen,42 Robert St,4,h,1300000.0,S,Jellis,3/09/2016,11.8,3105.0,4.0,1.0,2.0,717.0,180.0,1960.0,Manningham,-37.7608,145.0862,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1463,1463,Bulleen,25 William St,4,h,1235000.0,S,Jellis,3/09/2016,11.8,3105.0,4.0,2.0,2.0,556.0,214.0,1957.0,Manningham,-37.7657,145.0957,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1465,1465,Bulleen,4 Albany Pl,4,h,1303000.0,SP,Barry,4/03/2017,11.8,3105.0,4.0,2.0,2.0,670.0,197.0,1980.0,Manningham,-37.7695,145.0869,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1467,1467,Bulleen,130 Manningham Rd,3,h,880000.0,PI,Barry,4/06/2016,11.8,3105.0,3.0,2.0,2.0,514.0,190.0,1960.0,Manningham,-37.7683,145.0959,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1469,1469,Bulleen,6a Tobruk St,3,t,975000.0,PI,Fletchers,4/06/2016,11.8,3105.0,3.0,2.0,2.0,632.0,226.0,2013.0,Manningham,-37.7813,145.102,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1471,1471,Bulleen,13 Montgomery Pl,3,h,990000.0,PI,Barry,6/08/2016,11.8,3105.0,3.0,2.0,1.0,585.0,180.0,1950.0,Manningham,-37.7689,145.099,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1474,1474,Bulleen,206 Manningham Rd,4,h,1225000.0,S,Ray,7/05/2016,11.8,3105.0,4.0,2.0,2.0,723.0,159.0,1970.0,Manningham,-37.7724,145.1033,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1479,1479,Bulleen,38 Balwyn Rd,3,h,905000.0,S,Barry,10/12/2016,11.8,3105.0,3.0,3.0,2.0,401.0,165.0,1965.0,Manningham,-37.7733,145.0901,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1481,1481,Bulleen,135 Manningham Rd,4,h,1085000.0,PI,Barry,10/12/2016,11.8,3105.0,4.0,2.0,1.0,1124.0,225.0,1960.0,Manningham,-37.7679,145.0958,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1483,1483,Bulleen,1/15 Estelle St,3,u,787000.0,S,Barry,11/02/2017,11.8,3105.0,3.0,1.0,2.0,306.0,100.0,1985.0,Manningham,-37.7792,145.0903,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1485,1485,Bulleen,14 Kandanga Gr,3,h,1075000.0,S,Jellis,12/11/2016,11.8,3105.0,3.0,1.0,1.0,604.0,96.0,1960.0,Manningham,-37.7711,145.0928,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1488,1488,Bulleen,23 Bourke St,4,h,1302000.0,SP,Barry,15/10/2016,11.8,3105.0,4.0,2.0,2.0,475.0,245.0,1996.0,Manningham,-37.765,145.0933,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1490,1490,Bulleen,71 Summit Dr,4,h,1000000.0,VB,hockingstuart,16/04/2016,11.8,3105.0,4.0,2.0,3.0,672.0,212.0,1970.0,Manningham,-37.7689,145.0895,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1496,1496,Bulleen,14 Collins St,3,h,990000.0,PI,Barry,22/08/2016,11.8,3105.0,3.0,1.0,2.0,602.0,175.0,1975.0,Manningham,-37.7674,145.0988,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1498,1498,Bulleen,19 Barak St,4,h,1100000.0,PI,Barry,24/09/2016,11.8,3105.0,4.0,2.0,2.0,693.0,212.0,1975.0,Manningham,-37.7743,145.0863,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1502,1502,Bulleen,28 Flinders St,2,h,903000.0,S,Barry,26/07/2016,11.8,3105.0,2.0,1.0,1.0,591.0,140.0,1965.0,Manningham,-37.7679,145.0978,Eastern Metropolitan,4480.0,116.26,2000.0,528.0,23.0,205.06,44.61
1506,1506,Burwood,15 Loudon Rd,5,h,1590000.0,S,Jellis,3/09/2016,11.7,3125.0,4.0,3.0,2.0,661.0,253.0,1940.0,Whitehorse,-37.848,145.09799999999996,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1509,1509,Burwood,35 McCubbin St,4,h,1890000.0,S,Ray,3/12/2016,11.7,3125.0,4.0,2.0,2.0,1145.0,111.0,1960.0,Whitehorse,-37.8538,145.127,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1510,1510,Burwood,2/32 McIntyre St,3,u,1022500.0,S,Ray,3/12/2016,11.7,3125.0,3.0,2.0,2.0,265.0,130.0,2000.0,Whitehorse,-37.8516,145.1056,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1513,1513,Burwood,30 Station St,3,h,1755000.0,S,Buxton,4/02/2016,11.7,3125.0,3.0,1.0,1.0,931.0,145.0,1970.0,Whitehorse,-37.854,145.1195,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1515,1515,Burwood,2 Elgar Rd,3,h,1300000.0,S,Marshall,4/06/2016,11.7,3125.0,3.0,1.0,1.0,667.0,136.0,1950.0,Whitehorse,-37.8489,145.1093,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1516,1516,Burwood,48 Station St,3,h,1160000.0,S,Greg,4/06/2016,11.7,3125.0,3.0,1.0,1.0,786.0,111.0,1950.0,Whitehorse,-37.8525,145.1198,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1517,1517,Burwood,7 Wattlebird Ct,4,h,2000000.0,S,Fletchers,7/05/2016,11.7,3125.0,4.0,3.0,2.0,928.0,229.0,1996.0,Whitehorse,-37.842,145.102,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1518,1518,Burwood,1/14 Corrigan St,3,h,790000.0,S,Fletchers,7/11/2016,11.7,3125.0,3.0,1.0,2.0,318.0,103.0,1960.0,Whitehorse,-37.8544,145.1114,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1519,1519,Burwood,25 Greenwood St,4,h,1682000.0,S,Jellis,8/10/2016,11.7,3125.0,4.0,2.0,1.0,921.0,174.0,1950.0,Whitehorse,-37.8494,145.1291,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1520,1520,Burwood,14/1 Conservatory Dr,3,u,625000.0,PI,Jellis,10/09/2016,11.7,3125.0,3.0,2.0,1.0,0.0,115.0,2002.0,Monash,-37.8561,145.0962,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1525,1525,Burwood,1/10 McComas Gr,2,u,650000.0,PI,Buxton,11/03/2017,11.7,3125.0,2.0,1.0,1.0,194.0,120.0,1975.0,Whitehorse,-37.8509,145.1119,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1526,1526,Burwood,1/34 Cumming St,5,h,1060000.0,S,Ray,12/06/2016,11.7,3125.0,4.0,3.0,2.0,326.0,210.0,2013.0,Whitehorse,-37.8528,145.1129,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1527,1527,Burwood,33 Brockhoff Dr,4,h,1255000.0,S,Buxton,12/11/2016,11.7,3125.0,4.0,2.0,2.0,438.0,210.0,2005.0,Monash,-37.8599,145.1101,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1529,1529,Burwood,2a Iris St,2,h,633000.0,S,Noel,14/05/2016,11.7,3125.0,2.0,1.0,1.0,276.0,92.0,1965.0,Whitehorse,-37.8454,145.0971,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
1533,1533,Burwood,29 Meldan St,2,h,1350000.0,S,Fletchers,16/04/2016,11.7,3125.0,2.0,1.0,2.0,593.0,82.0,1950.0,Whitehorse,-37.8444,145.1054,Southern Metropolitan,5678.0,88.15,870.0,383.75,61.0,189.07,44.04
